"","school","sex","address","famsize","Pstatus","Mjob","Fjob","reason","guardian","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","Medu","Fedu","traveltime","studytime","failures","famrel","freetime","goout","Dalc","Walc","health","df2$w","age","absences","G1","G2","G3"
"284",0,NA,1,0,1,"1","1","1","2",NA,0,0,1,1,1,1,0,1,1,NA,2,0,5,4,4,1,NA,NA,47,18.3162393162393,4.33333333333333,8,8.66666666666667,8.33333333333333
"285",0,0,1,0,1,"1","1","1","2",0,1,NA,0,0,1,1,0,2,2,1,2,0,5,4,5,1,NA,5,61,17,4,9,9,10.3333333333333
"286",0,1,1,0,1,"1","1","2",NA,0,0,1,0,0,1,1,0,1,NA,1,2,0,4,3,NA,1,2,NA,58,16.6,2.4,10.6,10,10.8
"287",0,0,1,0,1,"1","1","2","2",0,1,1,0,1,1,1,0,NA,2,1,3,0,4,3,3,1,NA,2,46,17,4.66666666666667,15.7820512820513,15.7692307692308,16.0769230769231
"288",0,0,1,0,1,NA,NA,"2","2",0,1,1,0,1,1,1,0,1,NA,1,3,0,4,3,3,1,1,NA,51,17,2,13.3333333333333,11.3333333333333,11
"289",0,1,1,0,1,"2","2",NA,"2",0,0,1,1,1,1,1,0,2,1,1,3,NA,4,2,4,1,3,NA,54,18,5.66666666666667,15.7820512820513,15.7692307692308,13.3333333333333
"290",0,1,1,1,NA,"2",NA,"2","2",0,1,1,1,1,1,1,0,4,4,1,2,0,NA,4,3,1,NA,NA,41,18.474358974359,6.66666666666667,14.8547008547009,13,15.0512820512821
"291",0,1,1,0,1,"2","1","1","2",0,1,NA,1,1,1,1,1,4,2,1,2,0,4,NA,2,1,NA,5,43,18.474358974359,17.6025641025641,11.6666666666667,9.66666666666667,9.66666666666667
"292",0,0,1,0,1,"1","2",NA,"2",0,1,1,NA,1,1,1,0,4,3,1,3,0,4,2,2,1,NA,NA,44,17,0,15.7820512820513,15.7692307692308,16.0769230769231
"293",0,NA,1,1,1,"2","1",NA,"2",0,0,0,0,1,1,NA,1,2,1,1,2,1,NA,4,NA,1,1,5,58,18.474358974359,17.6025641025641,11,11.3333333333333,11.6666666666667
"294",0,0,0,1,1,"2","1","2","2",0,1,1,NA,1,1,0,0,3,NA,2,4,0,NA,1,2,1,1,3,42,17,4.66666666666667,15.7820512820513,15.7692307692308,16.0769230769231
"295",0,NA,0,1,1,"2","1","2","2",0,1,1,1,1,1,NA,0,3,2,2,NA,0,5,NA,2,1,1,NA,54,18.474358974359,6.66666666666667,14.8547008547009,13,15.0512820512821
"296",0,1,1,0,1,"1","1","1","2",0,1,1,0,NA,1,1,0,3,3,1,1,0,NA,4,3,1,3,5,62,17,5,15.7820512820513,12,11.6666666666667
"297",0,0,NA,0,1,"1","1","2","2",0,NA,1,1,1,1,1,0,4,4,2,2,0,2,3,4,2,NA,2,48,18.474358974359,1,9.33333333333333,8.33333333333333,3.28205128205128
"298",0,0,1,1,1,NA,"1","1","2",0,1,1,0,1,1,1,1,NA,NA,2,2,0,4,4,5,1,NA,2,38,18.3162393162393,17.6025641025641,9.66666666666667,8.33333333333333,8.33333333333333
"299",0,0,1,0,1,"1","1","2",NA,0,1,1,0,1,1,1,0,NA,3,1,4,0,4,3,3,1,1,3,53,18.474358974359,2,15.7820512820513,12,12
"300",0,1,1,1,1,"2",NA,"1","2",0,1,1,0,1,1,1,1,4,4,1,NA,0,NA,4,NA,2,2,NA,55,18.474358974359,8,15.7820512820513,15.7692307692308,16.0769230769231
"301",0,0,1,1,0,"1","1","1","2",0,1,0,0,1,1,1,NA,NA,NA,1,2,0,4,NA,NA,1,NA,4,56,18.474358974359,17.6025641025641,11.6666666666667,9.66666666666667,9.66666666666667
"302",0,1,1,1,1,"1","2","1","1",0,0,1,NA,1,1,1,0,4,4,NA,1,0,4,NA,NA,NA,2,5,53,17,3.33333333333333,11,11.3333333333333,11.3333333333333
"303",0,0,1,0,1,"1","1","2","2",0,1,1,0,1,1,1,0,4,2,NA,3,0,4,3,3,1,1,NA,48,17,4,15.1880341880342,12.6666666666667,14.3589743589744
"304",0,0,1,0,1,"1","1","2",NA,0,1,1,1,NA,1,1,0,3,2,1,4,0,NA,2,2,1,2,5,34,17,2.33333333333333,15.7820512820513,15.7692307692308,16.0769230769231
"305",0,1,1,0,1,"1","1","1","2",0,1,0,1,1,1,1,1,3,3,1,2,NA,NA,4,NA,1,1,3,50,18.474358974359,17.6025641025641,15.7820512820513,13.2564102564103,12.6666666666667
"306",0,0,1,0,1,"2","1","2","2",0,1,1,1,1,1,1,0,NA,4,1,2,NA,NA,4,3,1,NA,NA,40,18.474358974359,4.66666666666667,13.9273504273504,11,11
"307",0,1,1,NA,0,"2",NA,"1","2",0,0,0,1,1,1,NA,0,NA,2,1,1,0,5,5,3,1,1,NA,50,18.474358974359,2.66666666666667,15.7820512820513,15.7692307692308,16.0769230769231
"308",0,1,1,0,1,"2","2",NA,NA,0,1,1,0,1,1,1,1,4,4,2,NA,NA,4,3,4,1,1,NA,45,18.474358974359,17.6025641025641,7.50854700854701,9,8
"309",0,1,0,0,1,"1","2","2",NA,0,0,0,1,1,1,NA,1,NA,NA,1,2,1,NA,5,NA,1,NA,5,46,18.474358974359,2,15.7820512820513,12,12
"310",0,0,1,1,1,"1","1","2",NA,1,1,0,1,NA,1,1,0,1,NA,1,2,1,4,4,3,1,NA,NA,51,18.474358974359,17.6025641025641,11.6666666666667,9.66666666666667,9.66666666666667
"311",0,NA,1,1,1,"2",NA,"1","2",0,0,0,1,NA,1,0,1,1,NA,1,2,1,4,NA,4,NA,2,NA,52,18.474358974359,0,8,8.33333333333333,3.28205128205128
"312",0,0,NA,0,1,"1","1","2","2",0,1,0,0,1,0,1,1,2,1,NA,2,0,NA,4,NA,1,NA,NA,64,18.474358974359,17.6025641025641,14.8547008547009,11.3333333333333,11.3333333333333
"313",0,NA,1,0,1,"1","2","1","2",0,0,0,0,0,1,1,0,1,2,1,2,1,NA,5,NA,NA,2,4,46,18.474358974359,4.66666666666667,13.9273504273504,11,11
"314",0,0,1,1,1,"2","1",NA,"2",0,1,1,0,NA,1,1,1,3,2,2,2,NA,4,NA,NA,1,NA,NA,47,18.474358974359,17.6025641025641,14.8547008547009,11.3333333333333,11.3333333333333
"315",0,0,1,0,1,"1","1","1","2",0,0,0,0,0,1,1,1,NA,1,1,NA,NA,4,NA,2,1,1,3,70,18.474358974359,17.6025641025641,15.7820512820513,13.2564102564103,12.6666666666667
"316",0,0,NA,0,1,"1","1",NA,"2",0,0,0,0,1,1,1,1,2,3,1,NA,NA,4,NA,2,1,1,3,43,17.8247863247863,17.6025641025641,11.3333333333333,10.6666666666667,10.6666666666667
"317",0,0,1,0,1,"2",NA,"1","2",0,1,1,1,1,1,1,0,2,NA,2,2,0,5,3,3,1,2,1,44,18.474358974359,0,8,8.33333333333333,3.28205128205128
"318",0,0,1,0,1,NA,"1","1","2",0,1,1,1,1,1,1,1,4,NA,1,3,0,4,3,4,1,1,5,52,18.3162393162393,6.66666666666667,9.33333333333333,10.3333333333333,9.33333333333333
"319",0,0,NA,0,1,"1","2","1",NA,0,1,1,1,NA,1,1,0,3,NA,1,NA,0,4,3,NA,2,NA,5,47,17,0.666666666666667,9.33333333333333,11.3333333333333,11
"320",0,0,1,0,1,"2","1","1","2",0,1,NA,0,1,1,1,0,4,4,1,2,0,4,NA,4,3,NA,5,51,18.474358974359,0,10.3333333333333,11,9.66666666666667
"321",0,0,1,0,0,"2","2",NA,"2",0,1,1,NA,1,1,1,NA,4,3,1,2,0,5,NA,2,1,NA,NA,49,17,17.6025641025641,12.3333333333333,12.3333333333333,13.6666666666667
"322",0,0,1,0,1,"1","1","1","2",NA,1,0,0,1,1,0,1,2,NA,1,2,0,4,2,NA,1,1,3,49,17,17.6025641025641,10.6666666666667,9,8.66666666666667
"323",0,0,0,NA,1,"2","2","1","2",0,1,1,1,1,1,1,0,2,2,NA,3,0,NA,3,NA,NA,NA,NA,53,17,0.666666666666667,9.33333333333333,11.3333333333333,11
"324",0,NA,1,0,1,"2","2","1","1",0,1,0,NA,NA,1,1,0,3,1,1,3,0,NA,4,3,NA,NA,5,59,17,1.33333333333333,12.3333333333333,15.7692307692308,16.0769230769231
"325",0,0,1,1,1,"1","1","1","1",0,0,0,0,1,1,1,0,NA,NA,NA,NA,0,3,3,NA,NA,3,2,43,17,0,15.7820512820513,15.7692307692308,16.0769230769231
"326",0,1,1,0,1,"1","1","1","2",0,0,0,NA,1,1,1,0,4,NA,1,3,0,NA,3,3,NA,NA,3,51,18.3162393162393,2.33333333333333,10.3333333333333,11.3333333333333,11
"327",0,1,NA,0,1,NA,"2","2","2",0,0,0,1,NA,1,1,0,3,3,1,1,0,4,3,5,3,NA,5,44,17,2.33333333333333,15.7820512820513,15.7692307692308,16.0769230769231
"328",0,1,NA,0,1,NA,"1","1","2",0,1,0,0,1,1,1,0,2,2,NA,1,0,4,4,NA,NA,NA,NA,45,17,5.66666666666667,10.6666666666667,9.33333333333333,10
"329",0,0,1,0,1,"2","2","1","2",0,1,1,1,1,1,1,0,4,4,1,3,0,NA,NA,NA,1,NA,NA,53,17,6,9.33333333333333,7.47008547008547,8.66666666666667
"330",0,NA,1,0,1,"2","2","1","2",0,1,1,0,NA,1,1,1,4,4,2,3,0,4,3,NA,1,NA,NA,61,17,2.33333333333333,15.7820512820513,15.7692307692308,16.0769230769231
"331",0,1,1,1,1,"1","1",NA,"2",0,1,0,1,1,1,1,0,2,2,1,NA,0,4,NA,5,2,4,5,49,18.474358974359,1.33333333333333,8,8.66666666666667,9.33333333333333
"332",0,0,NA,NA,1,"1","1","1","1",0,1,0,0,1,1,1,1,2,NA,1,3,0,4,NA,NA,1,NA,5,45,16.3333333333333,6.66666666666667,11.3333333333333,14.2564102564103,14.3589743589744
"333",0,0,1,0,1,"2","2","1","2",0,0,0,1,1,1,1,0,NA,NA,1,2,0,5,3,NA,1,1,4,39,18.3162393162393,0.333333333333333,6.52564102564103,5.41025641025641,3.28205128205128
"334",0,0,1,1,1,"1","1","1","2",0,NA,0,1,0,1,1,1,2,2,1,2,NA,4,3,3,1,NA,2,49,18.474358974359,0,8,8.33333333333333,3.28205128205128
"335",0,0,0,0,1,"1",NA,"1","2",0,0,0,1,1,1,0,0,2,2,2,NA,0,NA,4,4,1,1,NA,40,18.474358974359,1,9.33333333333333,8.33333333333333,3.28205128205128
"336",0,0,1,0,1,NA,"1","1","2",0,NA,0,0,1,1,1,0,NA,4,1,3,0,4,4,NA,1,NA,NA,59,15.6666666666667,15.0683760683761,15.7820512820513,15.7692307692308,16.0769230769231
"337",0,0,NA,0,0,"2","1","1","2",0,NA,1,0,1,1,NA,0,3,1,1,NA,1,5,NA,3,1,2,NA,47,18.474358974359,17.6025641025641,15.7820512820513,13.2564102564103,12.6666666666667
"338",0,0,1,0,NA,"1","1","1","2",0,1,1,0,1,1,1,1,3,2,1,2,0,4,3,NA,2,3,2,53,17,0.333333333333333,7.68376068376068,9,5.18803418803419
"339",0,0,1,1,1,"2","2","1","2",0,1,0,NA,1,1,1,0,NA,3,1,4,0,5,NA,3,1,1,NA,44,18.474358974359,8,15.7820512820513,15.7692307692308,16.0769230769231
"340",0,0,NA,0,0,"1","1","1","2",0,1,1,0,1,1,1,NA,3,2,1,2,0,4,3,3,2,3,2,53,17,4,9,9,10.3333333333333
"341",0,NA,1,0,1,"2","2","1","2",0,0,1,1,1,1,1,NA,2,1,1,3,1,4,NA,4,1,3,3,43,18.3162393162393,2.33333333333333,10.3333333333333,11.3333333333333,11
"342",0,1,1,0,1,"2","2","1","1",0,1,0,1,1,1,1,0,4,4,1,2,NA,4,3,3,NA,NA,NA,56,18.3162393162393,0,9.66666666666667,9.66666666666667,4.85470085470085
"343",0,1,1,1,1,"2","1","1","2",0,0,NA,1,1,1,1,1,NA,4,1,2,0,4,NA,3,1,3,5,65,18.1581196581197,17.6025641025641,15.7820512820513,15.7692307692308,16.0769230769231
"344",0,0,1,NA,NA,"1","1","1","1",0,1,0,0,1,1,1,1,2,2,1,2,NA,3,3,NA,1,NA,NA,37,16.6666666666667,1.33333333333333,8.66666666666667,6.27350427350427,3.28205128205128
"345",0,0,1,0,1,"1","1","1","2",0,1,0,0,1,1,1,0,2,NA,1,NA,0,NA,3,3,1,2,NA,45,18.3162393162393,3.66666666666667,10.3333333333333,9.33333333333333,9.33333333333333
"346",0,0,1,0,1,"1",NA,"2","2",0,0,0,NA,1,1,1,1,NA,2,1,3,0,5,NA,3,NA,3,NA,54,18.474358974359,6.66666666666667,14.8547008547009,13,15.0512820512821
"347",0,1,NA,0,1,"2","2","1","2",0,0,0,0,1,1,1,NA,4,NA,1,NA,0,5,NA,2,1,2,NA,49,18.474358974359,8,15.7820512820513,15.7692307692308,16.0769230769231
"348",0,1,1,NA,1,"2","1","1","2",0,1,1,0,1,1,1,1,4,3,1,NA,0,5,4,NA,2,3,NA,55,18.3162393162393,0,9.66666666666667,9.66666666666667,4.85470085470085
"349",0,0,1,0,1,"1","1",NA,"2",0,1,1,1,1,1,1,1,NA,3,1,3,0,4,4,3,1,3,4,47,17,1.33333333333333,12.3333333333333,15.7692307692308,16.0769230769231
"350",1,1,0,0,1,"1","1","1","2",0,1,0,0,NA,1,1,0,NA,NA,NA,1,1,2,NA,NA,NA,NA,5,50,18.474358974359,17.6025641025641,11,11.3333333333333,11.6666666666667
"351",1,1,0,0,1,"1","2","1","2",0,NA,0,0,1,1,1,0,1,1,3,2,NA,5,4,4,3,3,NA,46,18.3162393162393,7,8.33333333333333,5.41025641025641,8.66666666666667
"352",1,1,1,0,1,"1","1","1","2",0,1,1,0,1,1,NA,0,3,3,2,2,0,NA,5,4,2,NA,3,58,17,2.66666666666667,12.3333333333333,12,12.3333333333333
"353",NA,1,1,1,1,"1","2","1","2",0,0,0,0,1,0,1,1,1,3,1,1,NA,NA,3,3,2,NA,3,50,18.3162393162393,7,8.33333333333333,5.41025641025641,8.66666666666667
"354",1,1,0,0,1,"1",NA,"1","2",0,1,0,0,1,1,1,0,1,1,3,NA,1,NA,4,4,3,3,5,60,18.3162393162393,4.33333333333333,8,8.66666666666667,8.33333333333333
"355",NA,1,0,0,1,"2","1","1","2",0,1,NA,1,NA,1,1,1,4,3,NA,2,0,4,5,NA,1,3,NA,53,17,6,12.3333333333333,10.6666666666667,11
"356",NA,0,1,0,1,NA,"2","1","1",0,1,0,0,1,1,NA,NA,3,NA,1,2,NA,5,3,4,1,1,NA,38,18.474358974359,0,10.3333333333333,8.66666666666667,9
"357",NA,NA,NA,0,1,"2","2","2","1",0,1,NA,1,1,1,1,0,4,4,2,2,0,4,3,3,1,NA,5,46,17,3.33333333333333,11,11.3333333333333,11.3333333333333
"358",1,0,1,1,NA,"2","1",NA,"2",0,0,0,0,1,1,0,1,3,2,2,2,NA,1,2,NA,1,2,NA,36,16,2,12.3333333333333,12.6666666666667,11
"359",1,NA,1,1,1,"1","2","1","1",0,0,0,0,0,1,1,NA,1,1,2,1,0,NA,3,2,1,2,NA,45,18.3162393162393,6.66666666666667,9.33333333333333,10.3333333333333,9.33333333333333
"360",1,0,1,1,1,"1","2","1","1",0,0,0,0,NA,1,1,0,1,1,2,NA,0,5,3,2,1,NA,NA,52,18.474358974359,0,15.7820512820513,15.7692307692308,16.0769230769231
"361",NA,NA,0,NA,NA,"1","1","1","2",0,0,0,0,1,1,0,1,NA,4,3,2,0,NA,NA,4,1,4,NA,66,18.3162393162393,0,12,12.6666666666667,13
"362",1,1,0,1,1,"1","1","2","2",0,0,0,1,0,NA,NA,0,NA,1,2,NA,1,4,4,NA,NA,3,5,40,18.474358974359,4.66666666666667,13.9273504273504,11,11
"363",NA,NA,1,0,1,"2","2","2","2",0,1,0,NA,1,1,1,1,3,3,NA,2,0,4,3,2,NA,3,NA,48,18.474358974359,0,10.3333333333333,11,9.66666666666667
"364",NA,0,1,NA,1,"1","1","1","2",0,1,1,1,1,1,1,1,4,4,1,NA,0,NA,3,4,1,1,NA,57,16,0,15.7820512820513,15.7692307692308,16.0769230769231
"365",NA,0,NA,0,1,"1","2","1",NA,0,0,0,0,0,1,NA,0,1,2,NA,2,0,3,2,NA,1,2,3,52,16.6,2.4,10.6,10,10.8
"366",1,1,NA,0,1,"1","1","1","2",0,1,1,0,1,1,0,0,NA,3,2,2,0,3,NA,4,2,4,3,52,18.3162393162393,3.66666666666667,10.3333333333333,9.33333333333333,9.33333333333333
"367",NA,1,1,1,1,"2","2",NA,"2",0,NA,1,0,1,1,1,1,4,4,NA,NA,0,NA,NA,2,2,2,5,50,18.3162393162393,0,12,12.6666666666667,13
"368",1,0,0,0,1,"1","2","2","2",0,1,1,0,NA,1,1,1,1,NA,3,1,NA,5,2,NA,1,2,NA,48,17.3333333333333,0,6.52564102564103,5.41025641025641,3.28205128205128
"369",1,0,1,0,1,"1",NA,"1",NA,0,1,1,0,1,1,1,1,NA,3,NA,1,0,NA,NA,3,1,NA,NA,47,18.474358974359,0,10.3333333333333,8.66666666666667,9
"370",1,0,0,0,1,"1","2","2",NA,0,1,1,0,0,1,1,1,NA,4,3,NA,0,NA,2,2,NA,2,5,47,18.474358974359,17.6025641025641,14.8547008547009,11.3333333333333,11.3333333333333
"371",1,0,1,1,1,"2",NA,"1","2",0,0,0,NA,1,1,0,1,3,2,2,2,2,NA,2,NA,1,NA,3,44,18.474358974359,1.33333333333333,6.52564102564103,6.27350427350427,9
"372",1,1,NA,1,1,"1","2",NA,NA,0,NA,NA,NA,1,0,1,1,1,NA,NA,1,NA,4,3,3,2,3,3,44,18.474358974359,2,15.7820512820513,12,12
"373",1,0,1,0,NA,"1","1","1","2",0,0,0,1,1,1,0,1,2,2,NA,3,0,3,NA,NA,1,1,3,40,17,6,12.3333333333333,10.6666666666667,11
"374",1,0,0,0,1,"1","1","1","2",0,0,0,NA,1,1,1,0,1,NA,1,1,0,3,5,NA,1,NA,NA,55,15.6666666666667,17.6025641025641,6.52564102564103,5.41025641025641,3.28205128205128
"375",1,0,0,NA,1,"1","1","2","2",0,0,0,0,1,1,NA,0,4,NA,2,3,0,5,4,NA,1,NA,1,54,18.474358974359,0,15.7820512820513,15.7692307692308,16.0769230769231
"376",1,0,0,0,1,"1","1","1","2",0,0,0,0,1,1,1,0,1,1,NA,NA,0,NA,NA,2,1,2,NA,35,18.474358974359,1.33333333333333,8,8.66666666666667,9.33333333333333
"377",NA,0,1,0,1,"1","1","1","2",0,1,1,0,0,1,1,1,NA,2,2,3,2,NA,4,NA,1,1,3,53,18.474358974359,2.66666666666667,15.7820512820513,15.7692307692308,16.0769230769231
"378",NA,0,NA,1,1,"2","2","1","2",0,NA,NA,1,1,1,1,0,4,NA,1,2,0,5,4,3,NA,4,NA,54,18.474358974359,1.33333333333333,8,8.66666666666667,9.33333333333333
"379",NA,0,1,0,1,"1","1","1","2",0,NA,1,0,1,1,1,1,3,3,1,NA,0,4,1,3,1,NA,NA,44,18.474358974359,0,15.7820512820513,15.7692307692308,16.0769230769231
"380",NA,0,0,0,1,"1",NA,NA,NA,0,1,1,1,0,1,1,0,3,1,1,NA,0,4,NA,4,2,3,NA,47,17,17.6025641025641,8.17521367521367,9.66666666666667,10.3333333333333
"381",NA,1,1,0,1,"2","2","1",NA,0,0,1,1,NA,1,1,0,4,4,NA,NA,0,3,2,4,1,4,2,64,18.474358974359,2.66666666666667,15.7820512820513,15.7692307692308,16.0769230769231
"382",1,1,0,NA,1,"1","1","2","2",0,0,0,1,0,1,1,NA,2,1,2,1,NA,NA,4,NA,1,3,NA,45,18.3162393162393,5.33333333333333,6.52564102564103,5.41025641025641,3.28205128205128
"383",NA,1,1,0,1,"1","2","1","1",0,0,0,1,1,1,1,0,NA,3,2,NA,0,NA,4,NA,1,1,3,55,16,1.33333333333333,11.6666666666667,10.6666666666667,10.3333333333333
"384",1,1,0,0,1,"1","2",NA,"2",0,NA,0,0,1,1,NA,0,1,1,NA,1,1,4,NA,NA,NA,3,5,60,18.474358974359,0,6.52564102564103,5.41025641025641,3.28205128205128
"385",1,1,NA,0,NA,"1","1","1","1",0,0,NA,0,1,1,0,0,4,2,2,1,NA,5,4,3,4,NA,NA,45,18.1581196581197,17.6025641025641,6.52564102564103,5.41025641025641,6.42735042735043
"386",1,0,0,0,1,"1","1","2","2",0,0,NA,0,1,1,NA,0,NA,2,2,3,0,5,NA,3,1,3,NA,50,18.474358974359,0,10.3333333333333,8.66666666666667,9
"387",NA,0,0,0,1,"2","1","2","2",0,1,1,1,1,1,1,1,4,NA,3,1,0,4,4,3,NA,2,NA,55,18.3162393162393,5.33333333333333,6.52564102564103,5.41025641025641,3.28205128205128
"388",1,0,0,0,1,NA,"1","1","2",0,0,0,NA,NA,1,1,0,NA,NA,1,3,NA,5,NA,2,1,2,NA,45,18.474358974359,0,6.52564102564103,5.41025641025641,3.28205128205128
"389",NA,0,1,1,1,"2","2","1","2",0,1,1,0,1,1,1,0,NA,NA,1,2,0,4,3,NA,1,NA,NA,49,18.474358974359,1.33333333333333,6.52564102564103,6.27350427350427,9
"390",NA,0,1,0,1,"1","1","1","2",0,0,0,1,1,1,NA,0,1,1,2,2,NA,NA,NA,NA,1,1,5,56,18.474358974359,0,6.52564102564103,5.41025641025641,3.28205128205128
"391",1,NA,1,1,NA,"2","2","1","2",0,1,1,0,1,1,NA,0,2,2,1,2,NA,NA,NA,NA,NA,NA,4,54,18.474358974359,17.6025641025641,7.50854700854701,9,8
"392",1,1,NA,1,1,"2","2","1","2",0,0,0,0,0,1,1,0,3,1,NA,1,0,NA,4,5,3,4,NA,56,16,2.66666666666667,15.7820512820513,15.7692307692308,16.0769230769231
"393",NA,1,0,0,1,"1","1","1","2",0,0,0,0,0,1,0,0,NA,NA,1,1,NA,5,NA,NA,NA,3,3,63,18.474358974359,1,9.33333333333333,8.33333333333333,3.28205128205128
"394",1,1,0,1,1,"2",NA,"1","2",0,0,0,0,0,1,1,0,NA,NA,3,1,0,4,4,NA,3,4,5,46,18.474358974359,0,10.3333333333333,11,9.66666666666667
"395",NA,1,1,1,1,"1","1","1",NA,0,0,0,0,1,1,1,0,1,1,1,1,0,3,2,NA,3,3,5,29,18.3162393162393,4.33333333333333,8,8.66666666666667,8.33333333333333
